year,scenario,project_id,project_name,calc_group,chain,emissions_mtco2e,start_year,lifespan_years,lifespan_source,start_was_placeholder,canada_only
2050,measurement_high,summit_lake_pg_lng,Summit Lake PG LNG,proposed,export,8.064468,2030,30,Asset Register:project_life_years,True,False
2051,measurement_high,summit_lake_pg_lng,Summit Lake PG LNG,proposed,export,8.064468,2030,30,Asset Register:project_life_years,True,False
2052,measurement_high,summit_lake_pg_lng,Summit Lake PG LNG,proposed,export,8.064468,2030,30,Asset Register:project_life_years,True,False
2053,measurement_high,summit_lake_pg_lng,Summit Lake PG LNG,proposed,export,8.064468,2030,30,Asset Register:project_life_years,True,False
2054,measurement_high,summit_lake_pg_lng,Summit Lake PG LNG,proposed,export,8.064468,2030,30,Asset Register:project_life_years,True,False
2055,measurement_high,summit_lake_pg_lng,Summit Lake PG LNG,proposed,export,8.064468,2030,30,Asset Register:project_life_years,True,False
2056,measurement_high,summit_lake_pg_lng,Summit Lake PG LNG,proposed,export,8.064468,2030,30,Asset Register:project_life_years,True,False
2057,measurement_high,summit_lake_pg_lng,Summit Lake PG LNG,proposed,export,8.064468,2030,30,Asset Register:project_life_years,True,False
2058,measurement_high,summit_lake_pg_lng,Summit Lake PG LNG,proposed,export,8.064468,2030,30,Asset Register:project_life_years,True,False
2059,measurement_high,summit_lake_pg_lng,Summit Lake PG LNG,proposed,export,8.064468,2030,30,Asset Register:project_life_years,True,False
2035,measurement_high,fermeuse_energy_flng,Fermeuse Energy FLNG Terminal,proposed,export,7.12,2030,40,Parameters:lifecycle_years_default,True,False
2036,measurement_high,fermeuse_energy_flng,Fermeuse Energy FLNG Terminal,proposed,export,12.46,2030,40,Parameters:lifecycle_years_default,True,False
2037,measurement_high,fermeuse_energy_flng,Fermeuse Energy FLNG Terminal,proposed,export,14.9342,2030,40,Parameters:lifecycle_years_default,True,False
2038,measurement_high,fermeuse_energy_flng,Fermeuse Energy FLNG Terminal,proposed,export,14.9342,2030,40,Parameters:lifecycle_years_default,True,False
2039,measurement_high,fermeuse_energy_flng,Fermeuse Energy FLNG Terminal,proposed,export,14.9342,2030,40,Parameters:lifecycle_years_default,True,False
2040,measurement_high,fermeuse_energy_flng,Fermeuse Energy FLNG Terminal,proposed,export,14.9342,2030,40,Parameters:lifecycle_years_default,True,False
2041,measurement_high,fermeuse_energy_flng,Fermeuse Energy FLNG Terminal,proposed,export,14.9342,2030,40,Parameters:lifecycle_years_default,True,False
2042,measurement_high,fermeuse_energy_flng,Fermeuse Energy FLNG Terminal,proposed,export,14.9342,2030,40,Parameters:lifecycle_years_default,True,False
2043,measurement_high,fermeuse_energy_flng,Fermeuse Energy FLNG Terminal,proposed,export,14.9342,2030,40,Parameters:lifecycle_years_default,True,False
2044,measurement_high,fermeuse_energy_flng,Fermeuse Energy FLNG Terminal,proposed,export,14.9342,2030,40,Parameters:lifecycle_years_default,True,False
2045,measurement_high,fermeuse_energy_flng,Fermeuse Energy FLNG Terminal,proposed,export,14.9342,2030,40,Parameters:lifecycle_years_default,True,False
2046,measurement_high,fermeuse_energy_flng,Fermeuse Energy FLNG Terminal,proposed,export,14.9342,2030,40,Parameters:lifecycle_years_default,True,False
2047,measurement_high,fermeuse_energy_flng,Fermeuse Energy FLNG Terminal,proposed,export,14.9342,2030,40,Parameters:lifecycle_years_default,True,False
2048,measurement_high,fermeuse_energy_flng,Fermeuse Energy FLNG Terminal,proposed,export,14.9342,2030,40,Parameters:lifecycle_years_default,True,False
2049,measurement_high,fermeuse_energy_flng,Fermeuse Energy FLNG Terminal,proposed,export,14.9342,2030,40,Parameters:lifecycle_years_default,True,False
2050,measurement_high,fermeuse_energy_flng,Fermeuse Energy FLNG Terminal,proposed,export,14.9342,2030,40,Parameters:lifecycle_years_default,True,False
2051,measurement_high,fermeuse_energy_flng,Fermeuse Energy FLNG Terminal,proposed,export,14.9342,2030,40,Parameters:lifecycle_years_default,True,False
2052,measurement_high,fermeuse_energy_flng,Fermeuse Energy FLNG Terminal,proposed,export,14.9342,2030,40,Parameters:lifecycle_years_default,True,False
2053,measurement_high,fermeuse_energy_flng,Fermeuse Energy FLNG Terminal,proposed,export,14.9342,2030,40,Parameters:lifecycle_years_default,True,False
2054,measurement_high,fermeuse_energy_flng,Fermeuse Energy FLNG Terminal,proposed,export,14.9342,2030,40,Parameters:lifecycle_years_default,True,False
2055,measurement_high,fermeuse_energy_flng,Fermeuse Energy FLNG Terminal,proposed,export,14.9342,2030,40,Parameters:lifecycle_years_default,True,False
2056,measurement_high,fermeuse_energy_flng,Fermeuse Energy FLNG Terminal,proposed,export,14.9342,2030,40,Parameters:lifecycle_years_default,True,False
2057,measurement_high,fermeuse_energy_flng,Fermeuse Energy FLNG Terminal,proposed,export,14.9342,2030,40,Parameters:lifecycle_years_default,True,False
2058,measurement_high,fermeuse_energy_flng,Fermeuse Energy FLNG Terminal,proposed,export,14.9342,2030,40,Parameters:lifecycle_years_default,True,False
2059,measurement_high,fermeuse_energy_flng,Fermeuse Energy FLNG Terminal,proposed,export,14.9342,2030,40,Parameters:lifecycle_years_default,True,False
2060,measurement_high,fermeuse_energy_flng,Fermeuse Energy FLNG Terminal,proposed,export,14.9342,2030,40,Parameters:lifecycle_years_default,True,False
2061,measurement_high,fermeuse_energy_flng,Fermeuse Energy FLNG Terminal,proposed,export,14.9342,2030,40,Parameters:lifecycle_years_default,True,False
2062,measurement_high,fermeuse_energy_flng,Fermeuse Energy FLNG Terminal,proposed,export,14.9342,2030,40,Parameters:lifecycle_years_default,True,False
2063,measurement_high,fermeuse_energy_flng,Fermeuse Energy FLNG Terminal,proposed,export,14.9342,2030,40,Parameters:lifecycle_years_default,True,False
2064,measurement_high,fermeuse_energy_flng,Fermeuse Energy FLNG Terminal,proposed,export,14.9342,2030,40,Parameters:lifecycle_years_default,True,False
2065,measurement_high,fermeuse_energy_flng,Fermeuse Energy FLNG Terminal,proposed,export,14.9342,2030,40,Parameters:lifecycle_years_default,True,False
2066,measurement_high,fermeuse_energy_flng,Fermeuse Energy FLNG Terminal,proposed,export,14.9342,2030,40,Parameters:lifecycle_years_default,True,False
2067,measurement_high,fermeuse_energy_flng,Fermeuse Energy FLNG Terminal,proposed,export,14.9342,2030,40,Parameters:lifecycle_years_default,True,False
2068,measurement_high,fermeuse_energy_flng,Fermeuse Energy FLNG Terminal,proposed,export,14.9342,2030,40,Parameters:lifecycle_years_default,True,False
2069,measurement_high,fermeuse_energy_flng,Fermeuse Energy FLNG Terminal,proposed,export,14.9342,2030,40,Parameters:lifecycle_years_default,True,False
2035,measurement_high,discovery_t1t4,Discovery LNG Terminal,proposed,export,28.48,2030,40,Parameters:lifecycle_years_default,True,False
2036,measurement_high,discovery_t1t4,Discovery LNG Terminal,proposed,export,49.84,2030,40,Parameters:lifecycle_years_default,True,False
2037,measurement_high,discovery_t1t4,Discovery LNG Terminal,proposed,export,59.7368,2030,40,Parameters:lifecycle_years_default,True,False
2038,measurement_high,discovery_t1t4,Discovery LNG Terminal,proposed,export,59.7368,2030,40,Parameters:lifecycle_years_default,True,False
2039,measurement_high,discovery_t1t4,Discovery LNG Terminal,proposed,export,59.7368,2030,40,Parameters:lifecycle_years_default,True,False
2040,measurement_high,discovery_t1t4,Discovery LNG Terminal,proposed,export,59.7368,2030,40,Parameters:lifecycle_years_default,True,False
2041,measurement_high,discovery_t1t4,Discovery LNG Terminal,proposed,export,59.7368,2030,40,Parameters:lifecycle_years_default,True,False
2042,measurement_high,discovery_t1t4,Discovery LNG Terminal,proposed,export,59.7368,2030,40,Parameters:lifecycle_years_default,True,False
2043,measurement_high,discovery_t1t4,Discovery LNG Terminal,proposed,export,59.7368,2030,40,Parameters:lifecycle_years_default,True,False
2044,measurement_high,discovery_t1t4,Discovery LNG Terminal,proposed,export,59.7368,2030,40,Parameters:lifecycle_years_default,True,False
2045,measurement_high,discovery_t1t4,Discovery LNG Terminal,proposed,export,59.7368,2030,40,Parameters:lifecycle_years_default,True,False
2046,measurement_high,discovery_t1t4,Discovery LNG Terminal,proposed,export,59.7368,2030,40,Parameters:lifecycle_years_default,True,False
2047,measurement_high,discovery_t1t4,Discovery LNG Terminal,proposed,export,59.7368,2030,40,Parameters:lifecycle_years_default,True,False
2048,measurement_high,discovery_t1t4,Discovery LNG Terminal,proposed,export,59.7368,2030,40,Parameters:lifecycle_years_default,True,False
2049,measurement_high,discovery_t1t4,Discovery LNG Terminal,proposed,export,59.7368,2030,40,Parameters:lifecycle_years_default,True,False
2050,measurement_high,discovery_t1t4,Discovery LNG Terminal,proposed,export,59.7368,2030,40,Parameters:lifecycle_years_default,True,False
2051,measurement_high,discovery_t1t4,Discovery LNG Terminal,proposed,export,59.7368,2030,40,Parameters:lifecycle_years_default,True,False
2052,measurement_high,discovery_t1t4,Discovery LNG Terminal,proposed,export,59.7368,2030,40,Parameters:lifecycle_years_default,True,False
2053,measurement_high,discovery_t1t4,Discovery LNG Terminal,proposed,export,59.7368,2030,40,Parameters:lifecycle_years_default,True,False
2054,measurement_high,discovery_t1t4,Discovery LNG Terminal,proposed,export,59.7368,2030,40,Parameters:lifecycle_years_default,True,False
2055,measurement_high,discovery_t1t4,Discovery LNG Terminal,proposed,export,59.7368,2030,40,Parameters:lifecycle_years_default,True,False
2056,measurement_high,discovery_t1t4,Discovery LNG Terminal,proposed,export,59.7368,2030,40,Parameters:lifecycle_years_default,True,False
2057,measurement_high,discovery_t1t4,Discovery LNG Terminal,proposed,export,59.7368,2030,40,Parameters:lifecycle_years_default,True,False
2058,measurement_high,discovery_t1t4,Discovery LNG Terminal,proposed,export,59.7368,2030,40,Parameters:lifecycle_years_default,True,False
2059,measurement_high,discovery_t1t4,Discovery LNG Terminal,proposed,export,59.7368,2030,40,Parameters:lifecycle_years_default,True,False
2060,measurement_high,discovery_t1t4,Discovery LNG Terminal,proposed,export,59.7368,2030,40,Parameters:lifecycle_years_default,True,False
2061,measurement_high,discovery_t1t4,Discovery LNG Terminal,proposed,export,59.7368,2030,40,Parameters:lifecycle_years_default,True,False
2062,measurement_high,discovery_t1t4,Discovery LNG Terminal,proposed,export,59.7368,2030,40,Parameters:lifecycle_years_default,True,False
2063,measurement_high,discovery_t1t4,Discovery LNG Terminal,proposed,export,59.7368,2030,40,Parameters:lifecycle_years_default,True,False
2064,measurement_high,discovery_t1t4,Discovery LNG Terminal,proposed,export,59.7368,2030,40,Parameters:lifecycle_years_default,True,False
2065,measurement_high,discovery_t1t4,Discovery LNG Terminal,proposed,export,59.7368,2030,40,Parameters:lifecycle_years_default,True,False
2066,measurement_high,discovery_t1t4,Discovery LNG Terminal,proposed,export,59.7368,2030,40,Parameters:lifecycle_years_default,True,False
2067,measurement_high,discovery_t1t4,Discovery LNG Terminal,proposed,export,59.7368,2030,40,Parameters:lifecycle_years_default,True,False
2068,measurement_high,discovery_t1t4,Discovery LNG Terminal,proposed,export,59.7368,2030,40,Parameters:lifecycle_years_default,True,False
2069,measurement_high,discovery_t1t4,Discovery LNG Terminal,proposed,export,59.7368,2030,40,Parameters:lifecycle_years_default,True,False
2035,measurement_high,kanata_lng,Kanata LNG,proposed,export,17.088,2030,40,Parameters:lifecycle_years_default,True,False
2036,measurement_high,kanata_lng,Kanata LNG,proposed,export,29.904,2030,40,Parameters:lifecycle_years_default,True,False
2037,measurement_high,kanata_lng,Kanata LNG,proposed,export,35.84208,2030,40,Parameters:lifecycle_years_default,True,False
2038,measurement_high,kanata_lng,Kanata LNG,proposed,export,35.84208,2030,40,Parameters:lifecycle_years_default,True,False
2039,measurement_high,kanata_lng,Kanata LNG,proposed,export,35.84208,2030,40,Parameters:lifecycle_years_default,True,False
